str_id,time,mean,area_acres
field_2022,8/8/2021,0.276930363,138
06_01_tule_050m_2021,8/9/2021,0.100149582,2
06_02_tule_050m_2021,8/9/2021,0.083804562,2
26A_north_tule_050m_2022,8/9/2021,0.261119683,2
26A_mid_tule_050m_2022,8/9/2021,0.264426931,2
26A_south_tule_050m_2022,8/9/2021,0.278075771,2
06_EC_tower_050m_2021,8/9/2021,0.099087297,2
06_EC_tower_100m_2021,8/9/2021,0.102829891,8
06_EC_tower_200m_2021,8/9/2021,0.114763867,31
26A_EC_tower_050m_2022,8/9/2021,0.263423646,2
26A_EC_tower_100m_2022,8/9/2021,0.264010046,8
26A_EC_tower_200m_2022,8/9/2021,0.264362948,31
field_2021,8/9/2021,0.10899109,48
field_2022,8/9/2021,0.26183719,138
06_01_tule_050m_2021,8/10/2021,0.105006883,2
06_02_tule_050m_2021,8/10/2021,0.087800537,2
26A_north_tule_050m_2022,8/10/2021,0.267883026,2
26A_mid_tule_050m_2022,8/10/2021,0.272467496,2
26A_south_tule_050m_2022,8/10/2021,0.281750615,2
06_EC_tower_050m_2021,8/10/2021,0.103876419,2
06_EC_tower_100m_2021,8/10/2021,0.107932035,8
06_EC_tower_200m_2021,8/10/2021,0.121123513,31
26A_EC_tower_050m_2022,8/10/2021,0.271297126,2
26A_EC_tower_100m_2022,8/10/2021,0.271937399,8
26A_EC_tower_200m_2022,8/10/2021,0.272321569,31
field_2021,8/10/2021,0.115191113,48
field_2022,8/10/2021,0.268606946,138
06_01_tule_050m_2021,8/11/2021,0.115630062,2
06_02_tule_050m_2021,8/11/2021,0.096605775,2
26A_north_tule_050m_2022,8/11/2021,0.298187499,2
26A_mid_tule_050m_2022,8/11/2021,0.304551611,2
26A_south_tule_050m_2022,8/11/2021,0.309890501,2
06_EC_tower_050m_2021,8/11/2021,0.114366476,2
06_EC_tower_100m_2021,8/11/2021,0.11898047,8
06_EC_tower_200m_2021,8/11/2021,0.13427077,31
26A_EC_tower_050m_2022,8/11/2021,0.30309952,2
26A_EC_tower_100m_2022,8/11/2021,0.303853168,8
26A_EC_tower_200m_2022,8/11/2021,0.304304215,31
field_2021,8/11/2021,0.127873747,48
field_2022,8/11/2021,0.298980427,138
06_01_tule_050m_2021,8/12/2021,0.093322978,2
06_02_tule_050m_2021,8/12/2021,0.077905048,2
26A_north_tule_050m_2022,8/12/2021,0.245228479,2
26A_mid_tule_050m_2022,8/12/2021,0.251449519,2
26A_south_tule_050m_2022,8/12/2021,0.251930271,2
06_EC_tower_050m_2021,8/12/2021,0.092287674,2
06_EC_tower_100m_2021,8/12/2021,0.096133803,8
06_EC_tower_200m_2021,8/12/2021,0.109105306,31
26A_EC_tower_050m_2022,8/12/2021,0.250138422,2
26A_EC_tower_100m_2022,8/12/2021,0.250790274,8
26A_EC_tower_200m_2022,8/12/2021,0.251179547,31
field_2021,8/12/2021,0.104054277,48
field_2022,8/12/2021,0.245870496,138
06_01_tule_050m_2021,8/13/2021,0.095713593,2
06_02_tule_050m_2021,8/13/2021,0.079833797,2
26A_north_tule_050m_2022,8/13/2021,0.284666997,2
26A_mid_tule_050m_2022,8/13/2021,0.291815861,2
26A_south_tule_050m_2022,8/13/2021,0.29226083,2
06_EC_tower_050m_2021,8/13/2021,0.094635517,2
06_EC_tower_100m_2021,8/13/2021,0.098708464,8
06_EC_tower_200m_2021,8/13/2021,0.112674386,31
26A_EC_tower_050m_2022,8/13/2021,0.290339219,2
26A_EC_tower_100m_2022,8/13/2021,0.291069609,8
26A_EC_tower_200m_2022,8/13/2021,0.291466994,31
field_2021,8/13/2021,0.107611388,48
field_2022,8/13/2021,0.285378333,138
06_01_tule_050m_2021,8/14/2021,0.095744404,2
06_02_tule_050m_2021,8/14/2021,0.079790993,2
26A_north_tule_050m_2022,8/14/2021,0.241853216,2
26A_mid_tule_050m_2022,8/14/2021,0.247861211,2
26A_south_tule_050m_2022,8/14/2021,0.248137049,2
06_EC_tower_050m_2021,8/14/2021,0.094649344,2
06_EC_tower_100m_2021,8/14/2021,0.098854946,8
06_EC_tower_200m_2021,8/14/2021,0.113503236,31
26A_EC_tower_050m_2022,8/14/2021,0.246647614,2
26A_EC_tower_100m_2022,8/14/2021,0.247244389,8
26A_EC_tower_200m_2022,8/14/2021,0.247532755,31
field_2021,8/14/2021,0.108558822,48
field_2022,8/14/2021,0.2424269,138
06_01_tule_050m_2021,8/15/2021,0.094622045,2
06_02_tule_050m_2021,8/15/2021,0.07878634,2
26A_north_tule_050m_2022,8/15/2021,0.263402283,2
26A_mid_tule_050m_2022,8/15/2021,0.269869339,2
26A_south_tule_050m_2022,8/15/2021,0.270051096,2
06_EC_tower_050m_2021,8/15/2021,0.093522991,2
06_EC_tower_100m_2021,8/15/2021,0.097812175,8
06_EC_tower_200m_2021,8/15/2021,0.112974572,31
26A_EC_tower_050m_2022,8/15/2021,0.268595157,2
26A_EC_tower_100m_2022,8/15/2021,0.269217513,8
26A_EC_tower_200m_2022,8/15/2021,0.2694744,31
field_2021,8/15/2021,0.10820974,48
field_2022,8/15/2021,0.26399148,138
06_01_tule_050m_2021,8/16/2021,0.104630601,2
06_02_tule_050m_2021,8/16/2021,0.087041413,2
26A_north_tule_050m_2022,8/16/2021,0.268870813,2
26A_mid_tule_050m_2022,8/16/2021,0.275388994,2
26A_south_tule_050m_2022,8/16/2021,0.275445141,2
06_EC_tower_050m_2021,8/16/2021,0.103396235,2
06_EC_tower_100m_2021,8/16/2021,0.108289571,8
06_EC_tower_200m_2021,8/16/2021,0.125832323,31
26A_EC_tower_050m_2022,8/16/2021,0.274140198,2
26A_EC_tower_100m_2022,8/16/2021,0.274745394,8
26A_EC_tower_200m_2022,8/16/2021,0.274945272,31
field_2021,8/16/2021,0.120701211,48
field_2022,8/16/2021,0.269433421,138
06_01_tule_050m_2021,8/17/2021,0.082479765,2
06_02_tule_050m_2021,8/17/2021,0.068550934,2
26A_north_tule_050m_2022,8/17/2021,0.20844814,2
26A_mid_tule_050m_2022,8/17/2021,0.213432505,2
26A_south_tule_050m_2022,8/17/2021,0.21336865,2
06_EC_tower_050m_2021,8/17/2021,0.081491332,2
06_EC_tower_100m_2021,8/17/2021,0.085470217,8
06_EC_tower_200m_2021,8/17/2021,0.099926119,31
26A_EC_tower_050m_2022,8/17/2021,0.212507372,2
26A_EC_tower_100m_2022,8/17/2021,0.212951597,8
26A_EC_tower_200m_2022,8/17/2021,0.213054815,31
field_2021,8/17/2021,0.095992488,48
field_2022,8/17/2021,0.208852096,138
06_01_tule_050m_2021,8/18/2021,0.074959444,2
06_02_tule_050m_2021,8/18/2021,0.062241608,2
26A_north_tule_050m_2022,8/18/2021,0.326362551,2
26A_mid_tule_050m_2022,8/18/2021,0.334050504,2
26A_south_tule_050m_2022,8/18/2021,0.333770095,2
06_EC_tower_050m_2021,8/18/2021,0.074046804,2
06_EC_tower_100m_2021,8/18/2021,0.077776036,8
06_EC_tower_200m_2021,8/18/2021,0.091497766,31
26A_EC_tower_050m_2022,8/18/2021,0.332674345,2
26A_EC_tower_100m_2022,8/18/2021,0.333327903,8
26A_EC_tower_200m_2022,8/18/2021,0.33340257,31
field_2021,8/18/2021,0.088026341,48
field_2022,8/18/2021,0.32694087,138
06_01_tule_050m_2021,8/19/2021,0.078329543,2
06_02_tule_050m_2021,8/19/2021,0.064976731,2
26A_north_tule_050m_2022,8/19/2021,0.285840018,2
26A_mid_tule_050m_2022,8/19/2021,0.292464152,2
26A_south_tule_050m_2022,8/19/2021,0.292048534,2
06_EC_tower_050m_2021,8/19/2021,0.077360524,2
06_EC_tower_100m_2021,8/19/2021,0.08137858,8
06_EC_tower_200m_2021,8/19/2021,0.096342558,31
26A_EC_tower_050m_2022,8/19/2021,0.291326987,2
26A_EC_tower_100m_2022,8/19/2021,0.291859866,8
26A_EC_tower_200m_2022,8/19/2021,0.291843335,31
field_2021,8/19/2021,0.092825956,48
field_2022,8/19/2021,0.28629552,138
06_01_tule_050m_2021,8/20/2021,0.074175222,2
06_02_tule_050m_2021,8/20/2021,0.061469245,2
26A_north_tule_050m_2022,8/20/2021,0.238321885,2
26A_mid_tule_050m_2022,8/20/2021,0.243746536,2
26A_south_tule_050m_2022,8/20/2021,0.243247057,2
06_EC_tower_050m_2021,8/20/2021,0.073242696,2
06_EC_tower_100m_2021,8/20/2021,0.077165279,8
06_EC_tower_200m_2021,8/20/2021,0.09194272,31
26A_EC_tower_050m_2022,8/20/2021,0.242859701,2
26A_EC_tower_100m_2022,8/20/2021,0.243268431,8
26A_EC_tower_200m_2022,8/20/2021,0.24318095,31
field_2021,8/20/2021,0.088720288,48
field_2022,8/20/2021,0.238655775,138
06_01_tule_050m_2021,8/21/2021,0.056499369,2
06_02_tule_050m_2021,8/21/2021,0.046773285,2
26A_north_tule_050m_2022,8/21/2021,0.179023871,2
26A_mid_tule_050m_2022,8/21/2021,0.183018893,2
26A_south_tule_050m_2022,8/21/2021,0.182519352,2
06_EC_tower_050m_2021,8/21/2021,0.055777423,2
06_EC_tower_100m_2021,8/21/2021,0.058857149,8
06_EC_tower_200m_2021,8/21/2021,0.071787633,31
26A_EC_tower_050m_2022,8/21/2021,0.182402535,2
26A_EC_tower_100m_2022,8/21/2021,0.182680656,8
26A_EC_tower_200m_2022,8/21/2021,0.182555029,31
field_2021,8/21/2021,0.069161607,48
field_2022,8/21/2021,0.179237377,138
06_01_tule_050m_2021,8/22/2021,0.06507416,2
06_02_tule_050m_2021,8/22/2021,0.053815342,2
26A_north_tule_050m_2022,8/22/2021,0.171667804,2
26A_mid_tule_050m_2022,8/22/2021,0.175415489,2
26A_south_tule_050m_2022,8/22/2021,0.174807025,2
06_EC_tower_050m_2021,8/22/2021,0.064228894,2
06_EC_tower_100m_2021,8/22/2021,0.067884594,8
06_EC_tower_200m_2021,8/22/2021,0.083155697,31
26A_EC_tower_050m_2022,8/22/2021,0.174876324,2
26A_EC_tower_100m_2022,8/22/2021,0.175112919,8
26A_EC_tower_200m_2022,8/22/2021,0.174930082,31
field_2021,8/22/2021,0.08040749,48
field_2022,8/22/2021,0.171833697,138
06_01_tule_050m_2021,8/23/2021,0.063212825,2
06_02_tule_050m_2021,8/23/2021,0.052219599,2
26A_north_tule_050m_2022,8/23/2021,0.183167187,2
26A_mid_tule_050m_2022,8/23/2021,0.187069216,2
26A_south_tule_050m_2022,8/23/2021,0.186269509,2
06_EC_tower_050m_2021,8/23/2021,0.062378027,2
06_EC_tower_100m_2021,8/23/2021,0.066037393,8
06_EC_tower_200m_2021,8/23/2021,0.081248689,31
26A_EC_tower_050m_2022,8/23/2021,0.186554231,2
26A_EC_tower_100m_2022,8/23/2021,0.186771688,8
26A_EC_tower_200m_2022,8/23/2021,0.186504091,31
field_2021,8/23/2021,0.078854588,48
field_2022,8/23/2021,0.183299041,138
06_01_tule_050m_2021,8/24/2021,0.065403021,2
06_02_tule_050m_2021,8/24/2021,0.053968946,2
26A_north_tule_050m_2022,8/24/2021,0.180113056,2
26A_mid_tule_050m_2022,8/24/2021,0.183846018,2
26A_south_tule_050m_2022,8/24/2021,0.182897803,2
06_EC_tower_050m_2021,8/24/2021,0.064524738,2
06_EC_tower_100m_2021,8/24/2021,0.068425847,8
06_EC_tower_200m_2021,8/24/2021,0.084564603,31
26A_EC_tower_050m_2022,8/24/2021,0.18340447,2
26A_EC_tower_100m_2022,8/24/2021,0.183580671,8
26A_EC_tower_200m_2022,8/24/2021,0.183239554,31
field_2021,8/24/2021,0.082380163,48
field_2022,8/24/2021,0.18019415,138
06_01_tule_050m_2021,8/25/2021,0.063541693,2
06_02_tule_050m_2021,8/25/2021,0.052373207,2
26A_north_tule_050m_2022,8/25/2021,0.156956961,2
26A_mid_tule_050m_2022,8/25/2021,0.160110458,2
26A_south_tule_050m_2022,8/25/2021,0.159129236,2
06_EC_tower_050m_2021,8/25/2021,0.062673877,2
06_EC_tower_100m_2021,8/25/2021,0.066578651,8
06_EC_tower_200m_2021,8/25/2021,0.082657603,31
26A_EC_tower_050m_2022,8/25/2021,0.159787745,2
26A_EC_tower_100m_2022,8/25/2021,0.159905275,8
26A_EC_tower_200m_2022,8/25/2021,0.159533371,31
field_2021,8/25/2021,0.080827267,48
field_2022,8/25/2021,0.156981151,138
06_01_tule_050m_2021,8/26/2021,0.073460815,2
06_02_tule_050m_2021,8/26/2021,0.060477844,2
26A_north_tule_050m_2022,8/26/2021,0.156234693,2
26A_mid_tule_050m_2022,8/26/2021,0.159264343,2
26A_south_tule_050m_2022,8/26/2021,0.158117498,2
06_EC_tower_050m_2021,8/26/2021,0.072440277,2
06_EC_tower_100m_2021,8/26/2021,0.077090813,8
06_EC_tower_200m_2021,8/26/2021,0.096154215,31
26A_EC_tower_050m_2022,8/26/2021,0.15901129,2
26A_EC_tower_100m_2022,8/26/2021,0.159088719,8
26A_EC_tower_200m_2022,8/26/2021,0.158636546,31
field_2021,8/26/2021,0.094384873,48
field_2022,8/26/2021,0.156207721,138
06_01_tule_050m_2021,8/27/2021,0.075357061,2
06_02_tule_050m_2021,8/27/2021,0.061964068,2
26A_north_tule_050m_2022,8/27/2021,0.216704464,2
26A_mid_tule_050m_2022,8/27/2021,0.220738535,2
26A_south_tule_050m_2022,8/27/2021,0.218886073,2
06_EC_tower_050m_2021,8/27/2021,0.074291991,2
06_EC_tower_100m_2021,8/27/2021,0.07920616,8
06_EC_tower_200m_2021,8/27/2021,0.099261813,31
26A_EC_tower_050m_2022,8/27/2021,0.220492412,2
26A_EC_tower_100m_2022,8/27/2021,0.220538956,8
26A_EC_tower_200m_2022,8/27/2021,0.219785654,31
field_2021,8/27/2021,0.097812304,48
field_2022,8/27/2021,0.216588521,138
06_01_tule_050m_2021,8/28/2021,0.074314871,2
06_02_tule_050m_2021,8/28/2021,0.061031177,2
26A_north_tule_050m_2022,8/28/2021,0.209067876,2
26A_mid_tule_050m_2022,8/28/2021,0.212778806,2
26A_south_tule_050m_2022,8/28/2021,0.210709981,2
06_EC_tower_050m_2021,8/28/2021,0.073246091,2
06_EC_tower_100m_2021,8/28/2021,0.078237874,8
06_EC_tower_200m_2021,8/28/2021,0.098523241,31
26A_EC_tower_050m_2022,8/28/2021,0.212654209,2
26A_EC_tower_100m_2022,8/28/2021,0.212633627,8
26A_EC_tower_200m_2022,8/28/2021,0.211771164,31
field_2021,8/28/2021,0.097464338,48
field_2022,8/28/2021,0.208871516,138
06_01_tule_050m_2021,8/29/2021,0.107132222,2
06_02_tule_050m_2021,8/29/2021,0.072795823,2
26A_north_tule_050m_2022,8/29/2021,0.192588879,2
26A_mid_tule_050m_2022,8/29/2021,0.196344399,2
26A_south_tule_050m_2022,8/29/2021,0.19481553,2
06_EC_tower_050m_2021,8/29/2021,0.106661513,2
06_EC_tower_100m_2021,8/29/2021,0.110001999,8
06_EC_tower_200m_2021,8/29/2021,0.12952855,31
26A_EC_tower_050m_2022,8/29/2021,0.196642102,2
26A_EC_tower_100m_2022,8/29/2021,0.196729433,8
26A_EC_tower_200m_2022,8/29/2021,0.195358608,31
field_2021,8/29/2021,0.12843282,48
field_2022,8/29/2021,0.191825105,138
06_01_tule_050m_2021,8/30/2021,0.119398898,2
06_02_tule_050m_2021,8/30/2021,0.06897568,2
26A_north_tule_050m_2022,8/30/2021,0.184595513,2
26A_mid_tule_050m_2022,8/30/2021,0.188484249,2
26A_south_tule_050m_2022,8/30/2021,0.187342049,2
06_EC_tower_050m_2021,8/30/2021,0.119730749,2
06_EC_tower_100m_2021,8/30/2021,0.120367676,8
06_EC_tower_200m_2021,8/30/2021,0.134352753,31
26A_EC_tower_050m_2022,8/30/2021,0.189123333,2
26A_EC_tower_100m_2022,8/30/2021,0.189298195,8
26A_EC_tower_200m_2022,8/30/2021,0.187489998,31
field_2021,8/30/2021,0.133476358,48
field_2022,8/30/2021,0.183363556,138
06_01_tule_050m_2021,8/31/2021,0.118061141,2
06_02_tule_050m_2021,8/31/2021,0.059152801,2
26A_north_tule_050m_2022,8/31/2021,0.164795788,2
26A_mid_tule_050m_2022,8/31/2021,0.168499694,2
26A_south_tule_050m_2022,8/31/2021,0.167739696,2
06_EC_tower_050m_2021,8/31/2021,0.119026937,2
06_EC_tower_100m_2021,8/31/2021,0.117359051,8
06_EC_tower_200m_2021,8/31/2021,0.12539697,31
26A_EC_tower_050m_2022,8/31/2021,0.169354447,2
26A_EC_tower_100m_2022,8/31/2021,0.16958379,8
26A_EC_tower_200m_2022,8/31/2021,0.167572414,31
field_2021,8/31/2021,0.124787107,48
field_2022,8/31/2021,0.163294335,138
06_01_tule_050m_2021,9/1/2021,0.092385269,2
06_02_tule_050m_2021,9/1/2021,0.040763502,2
26A_north_tule_050m_2022,9/1/2021,0.150686837,2
26A_mid_tule_050m_2022,9/1/2021,0.154265792,2
26A_south_tule_050m_2022,9/1/2021,0.153785704,2
06_EC_tower_050m_2021,9/1/2021,0.093530296,2
06_EC_tower_100m_2021,9/1/2021,0.090822482,8
06_EC_tower_200m_2021,9/1/2021,0.093577422,31
26A_EC_tower_050m_2022,9/1/2021,0.155282497,2
26A_EC_tower_100m_2022,9/1/2021,0.155552796,8
26A_EC_tower_200m_2022,9/1/2021,0.153385082,31
field_2021,9/1/2021,0.093256907,48
field_2022,9/1/2021,0.148981656,138
06_01_tule_050m_2021,9/2/2021,0.106339446,2
06_02_tule_050m_2021,9/2/2021,0.041821015,2
26A_north_tule_050m_2022,9/2/2021,0.13944537,2
26A_mid_tule_050m_2022,9/2/2021,0.142918986,2
26A_south_tule_050m_2022,9/2/2021,0.142655454,2
06_EC_tower_050m_2021,9/2/2021,0.108016733,2
06_EC_tower_100m_2021,9/2/2021,0.103605225,8
06_EC_tower_200m_2021,9/2/2021,0.103513461,31
26A_EC_tower_050m_2022,9/2/2021,0.144057652,2
26A_EC_tower_100m_2022,9/2/2021,0.144358758,8
26A_EC_tower_200m_2022,9/2/2021,0.142076368,31
field_2021,9/2/2021,0.103289188,48
field_2022,9/2/2021,0.137587866,138
06_01_tule_050m_2021,9/3/2021,0.127306941,2
06_02_tule_050m_2021,9/3/2021,0.045062408,2
26A_north_tule_050m_2022,9/3/2021,0.151285289,2
26A_mid_tule_050m_2022,9/3/2021,0.155213971,2
26A_south_tule_050m_2022,9/3/2021,0.155107098,2
06_EC_tower_050m_2021,9/3/2021,0.129667574,2
06_EC_tower_100m_2021,9/3/2021,0.123115615,8
06_EC_tower_200m_2021,9/3/2021,0.119803638,31
26A_EC_tower_050m_2022,9/3/2021,0.15664526,2
26A_EC_tower_100m_2022,9/3/2021,0.157022426,8
26A_EC_tower_200m_2022,9/3/2021,0.15427246,31
field_2021,9/3/2021,0.119677106,48
field_2022,9/3/2021,0.148993175,138
06_01_tule_050m_2021,9/4/2021,0.147880166,2
06_02_tule_050m_2021,9/4/2021,0.047492396,2
26A_north_tule_050m_2022,9/4/2021,0.163603612,2
26A_mid_tule_050m_2022,9/4/2021,0.168010923,2
26A_south_tule_050m_2022,9/4/2021,0.168072825,2
06_EC_tower_050m_2021,9/4/2021,0.150964172,2
06_EC_tower_100m_2021,9/4/2021,0.142121482,8
06_EC_tower_200m_2021,9/4/2021,0.135169685,31
26A_EC_tower_050m_2022,9/4/2021,0.169752993,2
26A_EC_tower_100m_2022,9/4/2021,0.170210922,8
26A_EC_tower_200m_2022,9/4/2021,0.166965638,31
field_2021,9/4/2021,0.135160343,48
field_2022,9/4/2021,0.160850378,138
06_01_tule_050m_2021,9/5/2021,0.189663319,2
06_02_tule_050m_2021,9/5/2021,0.055638388,2
26A_north_tule_050m_2022,9/5/2021,0.194339325,2
26A_mid_tule_050m_2022,9/5/2021,0.199748105,2
26A_south_tule_050m_2022,9/5/2021,0.200015585,2
06_EC_tower_050m_2021,9/5/2021,0.193990226,2
06_EC_tower_100m_2021,9/5/2021,0.181310357,8
06_EC_tower_200m_2021,9/5/2021,0.169020636,31
26A_EC_tower_050m_2022,9/5/2021,0.20202972,2
26A_EC_tower_100m_2022,9/5/2021,0.202628377,8
26A_EC_tower_200m_2022,9/5/2021,0.198476815,31
field_2021,9/5/2021,0.169158224,48
field_2022,9/5/2021,0.190768885,138
06_01_tule_050m_2021,9/6/2021,0.213985,2
06_02_tule_050m_2021,9/6/2021,0.078074609,2
26A_north_tule_050m_2022,9/6/2021,0.234736617,2
26A_mid_tule_050m_2022,9/6/2021,0.241250863,2
26A_south_tule_050m_2022,9/6/2021,0.241081759,2
06_EC_tower_050m_2021,9/6/2021,0.218473252,2
06_EC_tower_100m_2021,9/6/2021,0.207313645,8
06_EC_tower_200m_2021,9/6/2021,0.192904032,31
26A_EC_tower_050m_2022,9/6/2021,0.24359948,2
26A_EC_tower_100m_2022,9/6/2021,0.2443489,8
26A_EC_tower_200m_2022,9/6/2021,0.239628168,31
field_2021,9/6/2021,0.193045562,48
field_2022,9/6/2021,0.23078651,138
06_01_tule_050m_2021,9/7/2021,0.239175631,2
06_02_tule_050m_2021,9/7/2021,0.103645999,2
26A_north_tule_050m_2022,9/7/2021,0.24467926,2
26A_mid_tule_050m_2022,9/7/2021,0.251449019,2
26A_south_tule_050m_2022,9/7/2021,0.250739886,2
06_EC_tower_050m_2021,9/7/2021,0.243770974,2
06_EC_tower_100m_2021,9/7/2021,0.234665783,8
06_EC_tower_200m_2021,9/7/2021,0.217977591,31
26A_EC_tower_050m_2022,9/7/2021,0.25345618,2
26A_EC_tower_100m_2022,9/7/2021,0.254265834,8
26A_EC_tower_200m_2022,9/7/2021,0.249663243,31
field_2021,9/7/2021,0.218121116,48
field_2022,9/7/2021,0.240954319,138
06_01_tule_050m_2021,9/8/2021,0.225843881,2
06_02_tule_050m_2021,9/8/2021,0.11269625,2
26A_north_tule_050m_2022,9/8/2021,0.20889841,2
26A_mid_tule_050m_2022,9/8/2021,0.214660078,2
26A_south_tule_050m_2022,9/8/2021,0.213581773,2
06_EC_tower_050m_2021,9/8/2021,0.229801742,2
06_EC_tower_100m_2021,9/8/2021,0.224252929,8
06_EC_tower_200m_2021,9/8/2021,0.20796788,31
26A_EC_tower_050m_2022,9/8/2021,0.215982426,2
26A_EC_tower_100m_2022,9/8/2021,0.216698967,8
26A_EC_tower_200m_2022,9/8/2021,0.213051722,31
field_2021,9/8/2021,0.208090129,48
field_2022,9/8/2021,0.206066483,138
06_01_tule_050m_2021,9/9/2021,0.198349756,2
06_02_tule_050m_2021,9/9/2021,0.111471364,2
26A_north_tule_050m_2022,9/9/2021,0.177108683,2
26A_mid_tule_050m_2022,9/9/2021,0.181977585,2
26A_south_tule_050m_2022,9/9/2021,0.180646342,2
06_EC_tower_050m_2021,9/9/2021,0.201504449,2
06_EC_tower_100m_2021,9/9/2021,0.199200316,8
06_EC_tower_200m_2021,9/9/2021,0.184453662,31
26A_EC_tower_050m_2022,9/9/2021,0.182753617,2
26A_EC_tower_100m_2022,9/9/2021,0.183383414,8
26A_EC_tower_200m_2022,9/9/2021,0.180540144,31
field_2021,9/9/2021,0.18454984,48
field_2022,9/9/2021,0.175014876,138
06_01_tule_050m_2021,9/10/2021,0.158613338,2
06_02_tule_050m_2021,9/10/2021,0.098734457,2
26A_north_tule_050m_2022,9/10/2021,0.143719849,2
26A_mid_tule_050m_2022,9/10/2021,0.147657362,2
26A_south_tule_050m_2022,9/10/2021,0.146224791,2
06_EC_tower_050m_2021,9/10/2021,0.160889278,2
06_EC_tower_100m_2021,9/10/2021,0.161019618,8
06_EC_tower_200m_2021,9/10/2021,0.148886181,31
26A_EC_tower_050m_2022,9/10/2021,0.147995578,2
26A_EC_tower_100m_2022,9/10/2021,0.148525483,8
26A_EC_tower_200m_2022,9/10/2021,0.146428534,31
field_2021,9/10/2021,0.1489545,48
field_2022,9/10/2021,0.142280249,138
06_01_tule_050m_2021,9/11/2021,0.181286496,2
06_02_tule_050m_2021,9/11/2021,0.123387315,2
26A_north_tule_050m_2022,9/11/2021,0.15139581,2
26A_mid_tule_050m_2022,9/11/2021,0.155528812,2
26A_south_tule_050m_2022,9/11/2021,0.153633077,2
06_EC_tower_050m_2021,9/11/2021,0.183616726,2
06_EC_tower_100m_2021,9/11/2021,0.185932768,8
06_EC_tower_200m_2021,9/11/2021,0.171690277,31
26A_EC_tower_050m_2022,9/11/2021,0.155565142,2
26A_EC_tower_100m_2022,9/11/2021,0.156144025,8
26A_EC_tower_200m_2022,9/11/2021,0.154165896,31
field_2021,9/11/2021,0.171758925,48
field_2022,9/11/2021,0.150164114,138
06_01_tule_050m_2021,9/12/2021,0.213250014,2
06_02_tule_050m_2021,9/12/2021,0.157066102,2
26A_north_tule_050m_2022,9/12/2021,0.150825452,2
26A_mid_tule_050m_2022,9/12/2021,0.154927498,2
26A_south_tule_050m_2022,9/12/2021,0.152637225,2
06_EC_tower_050m_2021,9/12/2021,0.215684442,2
06_EC_tower_100m_2021,9/12/2021,0.22086061,8
06_EC_tower_200m_2021,9/12/2021,0.20368311,31
26A_EC_tower_050m_2022,9/12/2021,0.154631311,2
26A_EC_tower_100m_2022,9/12/2021,0.15522949,8
26A_EC_tower_200m_2022,9/12/2021,0.153498596,31
field_2021,9/12/2021,0.203753186,48
field_2022,9/12/2021,0.149894251,138
06_01_tule_050m_2021,9/13/2021,0.202835086,2
06_02_tule_050m_2021,9/13/2021,0.160311416,2
26A_north_tule_050m_2022,9/13/2021,0.178136742,2
26A_mid_tule_050m_2022,9/13/2021,0.182962618,2
26A_south_tule_050m_2022,9/13/2021,0.179762466,2
06_EC_tower_050m_2021,9/13/2021,0.204869873,2
06_EC_tower_100m_2021,9/13/2021,0.212037859,8
06_EC_tower_200m_2021,9/13/2021,0.195311261,31
26A_EC_tower_050m_2022,9/13/2021,0.182203063,2
26A_EC_tower_100m_2022,9/13/2021,0.182936038,8
26A_EC_tower_200m_2022,9/13/2021,0.181187299,31
field_2021,9/13/2021,0.195368138,48
field_2022,9/13/2021,0.177401624,138
06_01_tule_050m_2021,9/14/2021,0.234029811,2
06_02_tule_050m_2021,9/14/2021,0.187260964,2
26A_north_tule_050m_2022,9/14/2021,0.216458651,2
26A_mid_tule_050m_2022,9/14/2021,0.218492247,2
26A_south_tule_050m_2022,9/14/2021,0.218961521,2
06_EC_tower_050m_2021,9/14/2021,0.236527645,2
06_EC_tower_100m_2021,9/14/2021,0.242559228,8
06_EC_tower_200m_2021,9/14/2021,0.224212061,31
26A_EC_tower_050m_2022,9/14/2021,0.21768345,2
26A_EC_tower_100m_2022,9/14/2021,0.219572669,8
26A_EC_tower_200m_2022,9/14/2021,0.218775417,31
field_2021,9/14/2021,0.223898646,48
field_2022,9/14/2021,0.215059792,138
06_01_tule_050m_2021,9/15/2021,0.208874137,2
06_02_tule_050m_2021,9/15/2021,0.169092839,2
26A_north_tule_050m_2022,9/15/2021,0.150737526,2
26A_mid_tule_050m_2022,9/15/2021,0.149361645,2
26A_south_tule_050m_2022,9/15/2021,0.152864901,2
06_EC_tower_050m_2021,9/15/2021,0.211231724,2
06_EC_tower_100m_2021,9/15/2021,0.21470232,8
06_EC_tower_200m_2021,9/15/2021,0.199140481,31
26A_EC_tower_050m_2022,9/15/2021,0.148881627,2
26A_EC_tower_100m_2022,9/15/2021,0.150925095,8
26A_EC_tower_200m_2022,9/15/2021,0.151337663,31
field_2021,9/15/2021,0.198536931,48
field_2022,9/15/2021,0.149394855,138
06_01_tule_050m_2021,9/16/2021,0.157687919,2
06_02_tule_050m_2021,9/16/2021,0.129073338,2
26A_north_tule_050m_2022,9/16/2021,0.125846942,2
26A_mid_tule_050m_2022,9/16/2021,0.12225577,2
26A_south_tule_050m_2022,9/16/2021,0.127959335,2
06_EC_tower_050m_2021,9/16/2021,0.159560522,2
06_EC_tower_100m_2021,9/16/2021,0.160797161,8
06_EC_tower_200m_2021,9/16/2021,0.149637082,31
